year,player,salary
2012,Brad Miller,91247500
2012,Mike James,32291973
2012,Kyle O'Quinn,788872
2012,Jeremy Tyler,1412195
2012,Cory Higgins,1235799
2012,Josh Selby,1312195
2012,Julyan Stone,1235799
2012,Greg Smith,1063928
2012,Trey Thompkins,1235799
2012,Jon Leuer,1235799
2012,Malcolm Lee,1262195
2012,Lance Thomas,1090639
2012,DeAndre Liggins,1235799
2012,Daniel Orton,2896155
2012,Justin Harper,1235799
2012,E'Twaun Moore,1235799
2012,Charles Jenkins,1235799
2012,PJ Tucker,1174913
2012,Isaiah Thomas,1235799
2012,Shelvin Mack,1235404
2012,Sam Young,3419319
2012,Jannero Pargo,9253043
2012,Quincy Acy,665000
2012,Jeff Adrien,1266449
2012,Doron Lamb,650000
2012,Jae Crowder,600491
2012,Garrett Temple,923660
2012,Jeffery Taylor,550000
2012,Orlando Johnson,550000
2012,Will Barton,550000
2012,Chris Johnson,1435149
2012,Mike Scott,473604
2012,Tyshawn Taylor,473604
2012,Tornike Shengelia,473604
2012,Bernard James,473604
2012,Quincy Miller,473604
2012,Kim English,473604
2012,Khris Middleton,473604
2012,Kent Bazemore,473604
2012,Ben Hansbrough,473604
2012,Robert Sacre,473604
2012,Brian Roberts,473604
2012,Darius Miller,473604
2012,Chris Copeland,473604
2012,Pablo Prigioni,473604
2012,DeQuan Jones,473604
2012,Diante Garrett,473604
2012,Luke Zeller,473604
2012,Kevin Murphy,473604
2012,Mickael Gelabale,2056323
2012,Kenyon Martin,111213963
2012,Jordan Williams,893604
2012,Kevin Jones,390000
2012,Juwan Howard,151839471
2012,Josh Harrellson,832284
2012,Samardo Samuels,1608976
2012,Earl Barron,2830513
2012,Maalik Wayns,334308
2012,Jarvis Varnado,314806
2012,Terrel Harris,778482
2012,Donald Sloan,499024
2012,Micheal Eric,300000
2012,Patrick Beverley,771696
2012,Terrence Williams,6940335
2012,Travis Leslie,768439
2012,Shavlik Randolph,3928859
2012,DJ White,5374347
2012,Aron Baynes,239588
2012,Dionte Christmas,236800
2012,Troy Murphy,66036646
2012,Kris Joseph,225657
2012,Scott Machado,225657
2012,Darius Johnson-Odom,195013
2012,Malcolm Thomas,282444
2012,DaJuan Summers,1699944
2012,Chris Quinn,4159072
2012,Tim Ohlbrecht,142081
2012,Tracy McGrady,139818256
2012,Justin Holiday,76220
2012,Chris Douglas-Roberts,2105692
2012,Solomon Jones,5824846
2012,Jerel McNeal,61289
2012,Damion James,2449658
2012,Justin Dentmon,44835
2012,Andrew Goudelock,518439
2012,Josh Akognon,41788
2012,Eddy Curry,70058770
2012,Chris Wright,501463
2012,Henry Sims,25073
2012,Mehmet Okur,72935000
2012,James Posey,57051806
2012,Andres Nocioni,46750000
2012,Charlie Bell,20073783
2012,Jonny Flynn,9576000
2012,Jeff Foster,50070075
2012,Eduardo Najera,36882819
2012,Antonio McDyess,116638859
2012,Aaron Gray,5668017
2012,Anthony Parker,23401410
2012,Ben Wallace,87800795
2012,Rudy Fernandez,5676523
2012,Donte Greene,5147896
2012,James Jones,19836486
2012,Greg Oden,23295444
2012,Craig Brackins,2711880
2012,Brian Scalabrine,20126688
2012,Brian Cardinal,39334595
2012,Eddie House,15510753
2012,Mike Bibby,107093621
2012,Tony Battie,57604162
2012,Jamaal Magloire,39323630
2012,Anthony Carter,17212048
2012,Michael Redd,101991325
2012,Rasual Butler,20932392
2012,Brian Cook,17600124
2012,Jason Kapono,28493023
2012,Maurice Evans,14611029
2012,TJ Ford,43534324
2012,Shelden Williams,12256869
2012,Von Wafer,3928473
2012,Craig Smith,9392854
2012,Sean Williams,5453760
2012,Henry Walker,3018043
2012,Sundiata Gaines,1450854
2012,Derrick Brown,2074172
2012,Erick Dampier,97963871
2012,Solomon Alabi,1600000
2012,Yi Jianlian,13835936
2012,Andy Rautins,1388872
2012,Semih Erden,1235799
2012,Armon Johnson,1235799
2012,Hassan Whiteside,1492632
2012,Bobby Simmons,50395842
2012,Ryan Reid,475000
2012,Vernon Macklin,473604
2012,Jerome Jordan,473604
2012,Larry Hughes,84845538
2012,Walker Russell,374289
2012,Josh Davis,1127090
2012,Francisco Elson,12558479
2012,Derrick Caracter,744031
2012,Hamady N'Diaye,744031
2012,Mickell Gladness,248263
2012,Darington Hobson,348962
2012,Jeff Foote,225341
2012,Mychel Thompson,168035
2012,Carldell Johnson,168035
2012,Manny Harris,596546
2012,Dennis Horner,91642
2012,Larry Owens,141770
2012,Brian Skinner,24882526
2012,Ike Diogu,10882224
2012,Andre Emmett,1088458
2012,Ben Uzoh,535037
2012,Garret Siler,524737
2012,Courtney Fortson,42009
2012,Yao Ming,93390336
2012,Predrag Stojakovic,97956720
2012,Marko Jaric,43650000
2012,Dan Gadzuric,37609158
2012,Morris Peterson,41870159
2012,Nenad Krstic,20641424
2012,Sasha Vujacic,19488151
2012,Marcus Banks,26135520
2012,Darius Songaila,25337931
2012,Jamario Moon,6888680
2012,Julian Wright,8466857
2012,Al Thornton,8142916
2012,David Andersen,4800000
2012,Jason Williams,55663447
2012,Alexis Ajinca,4116240
2012,Shaquille O'Neal,227359039
2012,Theo Ratliff,102351958
2012,Joe Smith,61220796
2012,Zydrunas Ilgauskas,125423723
2012,Earl Boykins,16544862
2012,Sean Marks,9588092
2012,Malik Allen,12607130
2012,Etan Thomas,44671228
2012,Melvin Ely,13683025
2012,Carlos Arroyo,20209555
2012,Quinton Ross,5952059
2012,Kyrylo Fesenko,3517500
2012,Josh Powell,4826990
2012,Didier Ilunga-Mbenga,10673747
2012,Hilton Armstrong,9494478
2012,Stephen Graham,3782274
2012,Joey Graham,8804185
2012,Fabricio Oberto,16917680
2012,Luther Head,6986339
2012,Antoine Wright,9616110
2012,Leon Powe,3688078
2012,Acie Law,7074007
2012,Darnell Jackson,2040809
2012,Sonny Weems,2032923
2012,Joey Dorsey,2551889
2012,Jermaine Taylor,1505871
2012,Rodney Carney,6150341
2012,Jarron Collins,15008171
2012,Willie Warren,500000
2012,Gani Lawal,473640
2012,Pape Sy,473604
2012,Sherron Collins,473604
2012,Terrico White,473604
2012,Da'Sean Butler,473604
2012,Pooh Jeter,473604
2012,Pops Mensah-Bonsu,1107378
2012,Jawad Williams,1302535
2012,Ime Udoka,3926817
2012,Zabian Dowdell,242374
2012,Lester Hudson,585778
2012,Joe Alexander,5076945
2012,Trey Johnson,276928
2012,Mustafa Shakur,89670
2012,Maurice Ager,3006625
2012,Matt Janning,58504
2012,Ronald Dupree,2995189
2012,Kobe Bryant,171384365
2012,Cuttino Mobley,67463250
2012,Darius Miles,61999973
2012,Kenny Thomas,54613164
2012,Mark Blount,44649672
2012,Tim Thomas,97873455
2012,Jerome James,44755150
2012,Shareef Abdur-Rahim,101221760
2012,Matt Harpring,48217041
2012,Antonio Daniels,49275420
2012,Adam Morrison,16920989
2012,Speedy Claxton,37046600
2012,Rafer Alston,28129531
2012,Trenton Hassell,27583931
2012,Steven Hunter,22365366
2012,Mark Madsen,15788725
2012,Mikki Moore,25300815
2012,Michael Finley,138576839
2012,Ricky Davis,42872920
2012,Anthony Johnson,19245614
2012,Chucky Atkins,34191455
2012,Jarvis Hayes,13376687
2012,Brent Barry,53464860
2012,Josh Boone,5456088
2012,Bruce Bowen,30338350
2012,Ronald Murray,9633431
2012,Radoslav Nesterovic,51102151
2012,Sergio Rodriguez,4669835
2012,Mardy Collins,4769702
2012,Travis Diener,5922971
2012,Patrick O'Bryant,7398120
2012,Devean George,28656380
2012,Oleksiy Pecherov,4340160
2012,Javaris Crittenton,4144680
2012,Lindsey Hunter,34640600
2012,Kevin Ollie,20131418
2012,Adonal Foyle,63361840
2012,Allen Iverson,154494445
2012,Primoz Brezec,13327978
2012,Devin Brown,8156587
2012,Alando Tucker,3005520
2012,James Singleton,3156458
2012,JR Giddens,1986000
2012,Greg Buckner,29653476
2012,Yakhouba Diawara,2920174
2012,Sean May,8768068
2012,Kyle Weaver,1677420
2012,Randolph Morris,2462770
2012,Marcus Williams,4408679
2012,Marcus Haislip,5788557
2012,Jonathan Bender,30670146
2012,Bobby Brown,1178534
2012,Nathan Jawai,1178534
2012,Malik Hairston,1087511
2012,Chris Hunter,632455
2012,Kareem Rush,8609461
2012,Jason Hart,11589522
2012,Marcus Landry,457588
2012,Taylor Griffin,457588
2012,Mario West,1585420
2012,Coby Karl,782378
2012,Othello Hunter,749678
2012,Roko Ukic,1553232
2012,Ryan Bowen,8895707
2012,Mike Wilks,5081271
2012,Antonio Anderson,139968
2012,Quincy Douby,4087399
2012,Paul Davis,1509078
2012,Desmond Mason,37641002
2012,Mike Harris,64978
2012,Cedric Jackson,53834
2012,Chris Richard,470482
2012,JamesOn Curry,454080
2012,Stephon Marbury,151115945
2012,Steve Francis,103501131
2012,Wally Szczerbiak,74745147
2012,Raef LaFrentz,84135042
2012,Antoine Walker,108142015
2012,Malik Rose,51088897
2012,Eric Snow,51223850
2012,Donyell Marshall,72417867
2012,Bobby Jackson,36689368
2012,Stromile Swift,43190443
2012,Damon Jones,21738907
2012,Jorge Garbajosa,12100000
2012,Robert Swift,11473684
2012,Rashad McCants,7581406
2012,Jackie Butler,7500762
2012,Chris Mihm,25391705
2012,Damon Stoudamire,99672198
2012,Maceo Baston,5290911
2012,Saer Sene,6316560
2012,Tyronn Lue,21382580
2012,Walter Herrmann,5744000
2012,Eddie Jones,101254222
2012,Brevin Knight,35557946
2012,Cedric Simmons,4887360
2012,Adrian Griffin,9255728
2012,Smush Parker,6497864
2012,Justin Reed,5336525
2012,Calvin Booth,38911607
2012,Lorenzen Wright,55216995
2012,Sam Cassell,58419775
2012,Jacque Vaughn,11259690
2012,Michael Ruffin,8909115
2012,Morris Almond,2087400
2012,Juan Dixon,12379358
2012,Keith McLeod,4643609
2012,Jake Voskuhl,12321407
2012,Anthony Roberson,1463454
2012,Tarence Kinsey,1429832
2012,Cheikh Samb,1224744
2012,Juaquin Hawkins,2288400
2012,Dikembe Mutombo,143666581
2012,Jeremy Richardson,1796318
2012,Thomas Gardner,812968
2012,Gabe Pruitt,1361517
2012,Alex Acker,1949488
2012,Willie Solomon,1044334
2012,Fred Jones,13797254
2012,Austin Croshere,55481586
2012,Mike Taylor,500000
2012,Sean Singletary,442114
2012,Walter Sharpe,442114
2012,Sun Yue,442114
2012,Rob Kurz,429111
2012,Jermareo Davidson,849888
2012,Eddie Gill,2078299
2012,Hassan Adams,709881
2012,Dee Brown,24793285
2012,Courtney Sims,296778
2012,DeMarcus Nelson,182047
2012,Steven Hill,148238
2012,Blake Ahearn,125562
2012,Linton Johnson,2887008
2012,Andre Brown,1061016
2012,Demetris Nichols,515056
2012,Desmon Farmer,359112
2012,Richard Hendrix,57215
2012,Dwayne Jones,1880393
2012,Chris Webber,178230697
2012,Aaron McKie,51962874
2012,Jerome Williams,51077543
2012,Troy Hudson,29135440
2012,Alvin Williams,41720992
2012,Keith Van Horn,88860030
2012,Gordan Giricek,18940000
2012,Dan Dickau,11425404
2012,Bob Sura,45395918
2012,Pat Garrity,22788021
2012,Robert Horry,53745000
2012,Ira Newble,15655404
2012,Michael Doleac,19840176
2012,Eddie Griffin,15280806
2012,Alonzo Mourning,143906333
2012,Bostjan Nachbar,11614320
2012,Othella Harrington,24175200
2012,Kirk Snyder,6670033
2012,Bonzi Wells,39484599
2012,Vassilis Spanoulis,3744000
2012,Viktor Khryapa,5216358
2012,Aaron Williams,23649257
2012,Kosta Perovic,1800000
2012,David Harrison,4428916
2012,Scot Pollard,38060161
2012,Darrell Armstrong,27536438
2012,Derek Anderson,58973127
2012,Jeff McInnis,20043940
2012,Eric Piatkowski,27548938
2012,Darrick Martin,6600184
2012,Bernard Robinson,3107025
2012,Mile Ilic,1664000
2012,Justin Williams,1124180
2012,Casey Jacobsen,3892319
2012,Salim Stoudamire,2187000
2012,Billy Thomas,775426
2012,Bobby Jones,1186106
2012,Awvee Storey,1437838
2012,Andre Owens,1763018
2012,Marcus Vinicius,1100174
2012,Alexander Johnson,1100174
2012,David Noel,1100174
2012,James Augustine,1100174
2012,Richie Frahm,2405044
2012,Juan Carlos Navarro,538090
2012,Clifford Robinson,59190625
2012,Arvydas Macijauskas,3500000
2012,Nick Fazekas,427163
2012,Taurean Green,427163
2012,Adam Haluska,427163
2012,Herbert Hill,427163
2012,D.J. Strawberry,427163
2012,Anfernee Hardaway,120469142
2012,Ruben Patterson,36858397
2012,Luke Jackson,6185276
2012,Keith Langford,272316
2012,Kaniel Dickens,1044151
2012,David Wesley,32735000
2012,Bo Outlaw,39279823
2012,Darius Washington,154847
2012,Jelani McCoy,3955935
2012,Brandon Wallace,130819
2012,Darryl Watkins,109461
2012,Orien Greene,1140032
2012,Guillermo Diaz,56065
2012,Stephane Lasme,48056
2012,DerMarr Johnson,9283842
2012,Brian Grant,109842052
2012,Jalen Rose,102438250
2012,Maurice Taylor,53444118
2012,PJ Brown,69539200
2012,Shandon Anderson,49573425
2012,Danny Fortson,42145240
2012,Corliss Williamson,42673520
2012,Vin Baker,97390894
2012,Marc Jackson,24691969
2012,Shawn Bradley,69580000
2012,Eric Williams,39835520
2012,Sarunas Jasikevicius,8000000
2012,Vitaly Potapenko,40637644
2012,Dale Davis,77281958
2012,Zeljko Rebraca,20290000
2012,Iakovos Tsakalidis,12741982
2012,Mike Sweetney,8633596
2012,Rafael Araujo,6716880
2012,Zarko Cabarkapa,6095497
2012,Tariq Abdul-Wahad,37982800
2012,Yaroslav Korolev,3536760
2012,Shammond Williams,7301179
2012,Scott Padgett,7466257
2012,Julius Hodge,2383560
2012,Gary Payton,104367619
2012,Alan Henderson,50546560
2012,Michael Olowokandi,37906690
2012,John Edwards,2465277
2012,Kelvin Cato,46568465
2012,Jumaine Jones,9686693
2012,Wayne Simien,1800480
2012,Mario Kasun,1986878
2012,Boniface N'Dong,1237971
2012,Pat Burke,1909458
2012,Jamal Sampson,3098887
2012,Dajuan Wagner,8185051
2012,James Lang,771331
2012,Andre Barrett,1129828
2012,Ha Seung-Jin,1386299
2012,Pape Sow,1771576
2012,Esteban Batista,1062971
2012,Martynas Andriuskevicius,1062971
2012,Chris Taft,1087971
2012,Rawle Marshall,1062971
2012,Daniel Ewing,1114209
2012,Lawrence Roberts,1062971
2012,Lynn Greer,664209
2012,Bracey Wright,1062971
2012,Donell Taylor,1062971
2012,Stanislav Medvedenko,10347951
2012,Pavel Podkolzin,2803440
2012,Cedric Bozeman,412718
2012,Allan Ray,412718
2012,Ivan McFarlin,412718
2012,Will Blalock,412718
2012,Robert Hite,412718
2012,Damir Markota,412718
2012,Uros Slokar,412718
2012,Brian Chase,412718
2012,Roger Powell,412718
2012,Jared Reiner,1024794
2012,Junior Harrington,1435060
2012,Peter John Ramos,1644776
2012,Loren Woods,3468931
2012,Howard Eisley,37227067
2012,Chris McCray,161061
2012,Andreas Glyniadakis,161061
2012,Steven Smith,161061
2012,Doug Christie,51591438
2012,Zoran Planinic,3311280
2012,Mike Gansey,150000
2012,Matt Freije,526540
2012,Mike Hall,135895
2012,Pat Carroll,110000
2012,Jimmie Hunter,100000
2012,Paul Miller,100000
2012,Sergey Monya,1116400
2012,Ndudi Ebi,2794320
2012,Dijon Thompson,487863
2012,Robert Whaley,481788
2012,Jefferson Sobral,75000
2012,Daniel Horton,75000
2012,Kevin Burleson,468762
2012,Vincent Grier,70000
2012,Luke Schenscher,55000
2012,Kevin Pittsnogle,50000
2012,Renaldo Major,20133
2012,Allan Houston,117556500
2012,Antonio Davis,87740000
2012,Jamal Mashburn,75623634
2012,Lamond Murray,43518500
2012,Clarence Weatherspoon,49543000
2012,Todd MacCulloch,27953375
2012,Reggie Miller,103864748
2012,Eddie Robinson,28761000
2012,Greg Ostertag,48251390
2012,Moochie Norris,19173500
2012,Evan Eschmeyer,17003496
2012,Voshon Lenard,25584983
2012,Tony Delk,19911680
2012,George Lynch,27695000
2012,Jim Jackson,31245511
2012,Jiri Welsch,6157034
2012,Derrick Coleman,91366800
2012,Vlade Divac,93120635
2012,Toni Kukoc,61488033
2012,Curtis Borchardt,5551833
2012,Charlie Ward,34300500
2012,Jon Barry,19825000
2012,Ron Mercer,35230160
2012,Calbert Cheaney,30030000
2012,Wesley Person,45095000
2012,Fred Hoiberg,10432079
2012,Ibo Kutluay,3360000
2012,Raul Lopez,3941313
2012,Jason Collier,6990240
2012,Reece Gaines,4363920
2012,Troy Bell,4145640
2012,Milt Palacio,4955069
2012,Jermaine Jackson,2253374
2012,Bryon Russell,25806501
2012,Ervin Johnson,32326654
2012,Stacey Augmon,30037500
2012,Nick Van Exel,74408867
2012,Walter McCarty,15217495
2012,Rick Brunson,5441383
2012,Maciej Lampe,2629000
2012,Terence Morris,1768245
2012,Lee Nailon,2951110
2012,Michael Bradley,5162996
2012,Charles Smith,28210934
2012,Lonny Baxter,2273860
2012,Laron Profit,2931019
2012,Nikoloz Tskitishvili,8907528
2012,Jackson Vroman,1067328
2012,Romain Sato,1067328
2012,Lionel Chalmers,1132050
2012,Donta Smith,1066748
2012,Antonio Burks,1027025
2012,Qyntel Woods,3761114
2012,Eddie Basden,398762
2012,Devin Green,398762
2012,Samaki Walker,15974856
2012,Gerald Fitch,359858
2012,Zendon Hamilton,2405122
2012,Mateen Cleaves,5084064
2012,John Thomas,2492118
2012,Dion Glover,5628717
2012,Aaron Miles,155614
2012,Sean Banks,150751
2012,James Thomas,148698
2012,Sharrod Ford,116711
2012,Deng Gai,92396
2012,Anthony Goldwire,911290
2012,Randy Holcomb,52033
2012,Matt Walsh,38904
2012,Ben Handlogten,402022
2012,Alex Scales,24315
2012,Melvin Sanders,24315
2012,Latrell Sprewell,97060000
2012,Glenn Robinson,80221250
2012,Kerry Kittles,55580373
2012,Christian Laettner,61485000
2012,Jahidi White,25466682
2012,Scottie Pippen,107892430
2012,Michael Stewart,25242000
2012,Rick Fox,34029278
2012,Anthony Mason,45045948
2012,Elden Campbell,69175000
2012,Jason Caffey,34068568
2012,Chris Crawford,16292000
2012,Matt Maloney,17389676
2012,Arvydas Sabonis,47838481
2012,Tom Gugliotta,80594535
2012,Rodney Rogers,26721600
2012,Predrag Drobnjak,6054971
2012,Lucious Harris,19970000
2012,Andrew DeClercq,17908500
2012,Kedrick Brown,7261508
2012,Rodney White,7259525
2012,Jerome Moiso,8074800
2012,Cezary Trybanski,4800000
2012,Erick Strickland,13089850
2012,Robert Traylor,11820905
2012,Scott Williams,30054000
2012,Anthony Peeler,24101312
2012,Jay Williams,8713351
2012,Daniel Santiago,3302819
2012,Kevin Willis,30380000
2012,Nate Huffman,3409458
2012,Ryan Humphrey,3430200
2012,John Amaechi,9562500
2012,Kenny Anderson,63425200
2012,Steve Smith,63827900
2012,Avery Johnson,36300400
2012,Vladimir Stepania,5759509
2012,Tony Massenburg,12091098
2012,Travis Best,18211679
2012,Frank Williams,2685000
2012,Amal McCaskill,3655987
2012,Darvin Ham,6858410
2012,Kendall Gill,43466195
2012,Chris Jefferies,2521200
2012,Mark Pope,4432010
2012,Bruno Sundov,4493990
2012,Michael Curry,14445122
2012,Mamadou N'diaye,3129600
2012,Rodney Buford,2097595
2012,Ansu Sesay,3376660
2012,Wang Zhizhi,5731839
2012,Marcus Fizer,12725314
2012,Jabari Smith,2141544
2012,Tierre Brown,1052863
2012,Jamison Brewer,2203977
2012,Aleksandar Radojevic,4995526
2012,Tamar Slay,1608183
2012,Theron Smith,986977
2012,Tommy Smith,620046
2012,Jerome Beasley,986977
2012,Alex Garcia,986977
2012,Brandon Hunter,986977
2012,Efthimios Rentzias,3050085
2012,Arthur Johnson,385277
2012,Horace Jenkins,385277
2012,Luis Flores,385277
2012,Erik Daniels,385277
2012,Corsley Edwards,319498
2012,Tony Bobbitt,305403
2012,Yuta Tabuse,108066
2012,Tremaine Fowlkes,1230143
2012,Courtney Alexander,6502302
2012,Geno Carlisle,65779
2012,Britton Johnsen,90117
2012,Anthony Miller,1551368
2012,Shawn Kemp,91572963
2012,Terrell Brandon,59585440
2012,Glen Rice,66723900
2012,Chris Mills,37370000
2012,Hakeem Olajuwon,102998594
2012,Michael Dickerson,17113162
2012,Keon Clark,15186563
2012,Travis Knight,22622500
2012,Lawrence Funderburke,16100000
2012,Eric Montross,18800000
2012,Hubert Davis,16800500
2012,Cory Alexander,12161158
2012,Bimbo Coles,20228000
2012,Corie Blount,14441735
2012,Dalibor Bagaric,4079663
2012,Mark Jackson,38885000
2012,Karl Malone,101723378
2012,Kirk Haston,3814080
2012,Bryce Drew,7045160
2012,Chris Childs,26816667
2012,Jeryl Sasser,2997009
2012,Joseph Forte,3029640
2012,Popeye Jones,14730038
2012,Olden Polynice,20490000
2012,Horace Grant,67077213
2012,Sean Rooks,17173000
2012,Chris Whitney,14242900
2012,Monty Williams,7945785
2012,Brandon Armstrong,2792170
2012,Robert Pack,22199110
2012,Gary Trent,11406473
2012,Rod Strickland,40913317
2012,Mitchell Butler,4201779
2012,John Wallace,10352799
2012,Doug Overton,4800544
2012,Obinna Ekezie,1954904
2012,Oliver Miller,7145338
2012,Pepe Sanchez,1568083
2012,Donnell Harvey,3445639
2012,Ruben Boumtje-Boumtje,1508931
2012,Jeff Trepagnier,971496
2012,Mengke Bateer,1149132
2012,Dan Langhi,1974040
2012,Alton Ford,1431334
2012,JR Bremer,913137
2012,Robert Archibald,913137
2012,Sam Clancy,913137
2012,Muggsy Bogues,17828400
2012,Travis Hansen,366931
2012,Jon Stefansson,366931
2012,Josh Moore,366931
2012,Paul Grant,3060301
2012,Cherokee Parks,11145371
2012,Tyrone Hill,51006229
2012,Damone Brown,535325
2012,Quincy Lewis,3203781
2012,Ben Davis,892216
2012,Tracy Murray,22261537
2012,Slavko Vranes,129768
2012,Sean Lampley,438822
2012,Shane Heal,779615
2012,Torraye Braggs,370666
2012,Derrick Dial,1298600
2012,Bryant Reeves,55638898
2012,David Robinson,102988123
2012,Larry Johnson,83132856
2012,Matt Geiger,44404000
2012,John Stockton,65975000
2012,Luc Longley,42784900
2012,Nick Anderson,42530718
2012,Loy Vaught,39759014
2012,Danny Ferry,44243000
2012,Jim McIlvaine,32125000
2012,Derek Strong,20366200
2012,Brent Price,20456750
2012,Jud Buechler,14685000
2012,LaPhonso Ellis,27939000
2012,Randy Brown,15162000
2012,Steve Kerr,15695000
2012,Jamie Feick,9897250
2012,George McCloud,15242150
2012,Lorenzo Williams,12629000
2012,Bryant Stith,32181000
2012,Patrick Ewing,71219120
2012,Greg Anthony,18592250
2012,Matt Bullard,8507533
2012,Don Reid,6111000
2012,Walt Williams,28423500
2012,Mark Bryant,18164268
2012,Brian Shaw,28247315
2012,Chris Dudley,38005000
2012,Charles Oakley,43907000
2012,Michael Jordan,23480000
2012,Tim Hardaway,46661390
2012,Danny Manning,55945666
2012,Emanual Davis,3207485
2012,J.R. Reid,16871000
2012,Erick Barkley,2032700
2012,Felipe Lopez,2634405
2012,Ruben Wolkowyski,1449789
2012,Lavor Postell,1370254
2012,Olumide Oyedeji,1370254
2012,Kenny Satterfield,845252
2012,Greg Foster,8888959
2012,Predrag Savovic,349458
2012,Vincent Yarbrough,349458
2012,Tito Maddox,349458
2012,Chris Owens,349458
2012,Mike Batiste,349458
2012,Ken Johnson,349458
2012,Igor Rakocevic,349458
2012,Reggie Slater,2766437
2012,Art Long,720093
2012,Oscar Torres,501546
2012,Adam Harrington,140636
2012,John Crotty,5639171
2012,Pete Mickeal,453343
2012,Soumaila Samake,907803
2012,Ratko Varda,457801
2012,Dean Oliver,451552
2012,Antonio Harvey,3019711
2012,Mark Strickland,8148361
2012,Guy Rucker,34946
2012,Paul Shirley,29832
2012,Jayson Williams,63050000
2012,Mitch Richmond,51911000
2012,Derrick McKey,36898000
2012,Isaac Austin,22626666
2012,Mookie Blaylock,31790000
2012,Bobby Phills,25917000
2012,Rex Chapman,23505700
2012,Tyrone Nesby,9254167
2012,Dean Garrett,12847500
2012,Jaren Jackson,8054267
2012,Cedric Henderson,8350000
2012,Johnny Newman,15741000
2012,Chris Gatling,29498827
2012,John Starks,24958000
2012,Grant Long,21012635
2012,Terry Porter,23987000
2012,Michael Smith,17220000
2012,Vinny Del Negro,17705142
2012,Dell Curry,19296000
2012,Tom Hammonds,11715000
2012,Trajan Langdon,4499280
2012,Dana Barros,25587500
2012,Roshown McLeod,4142361
2012,William Avery,3858600
2012,Will Perdue,21945725
2012,Eldridge Recasner,4399200
2012,Cal Bowdler,3308400
2012,Sam Mitchell,12240000
2012,Felton Spencer,18695349
2012,Dan Majerle,27885000
2012,Don MacLean,16033350
2012,Tim James,2454892
2012,Vonteego Cummings,2271600
2012,Carlos Rogers,11767350
2012,Larry Robinson,1356850
2012,Victor Alexander,6477850
2012,Harold Jamison,901875
2012,Shawnelle Scott,1939350
2012,Leon Smith,1450960
2012,Vernon Maxwell,13190000
2012,Hanno Mottola,782819
2012,Steve Goodrich,470379
2012,Chris Porter,782819
2012,AJ Guyton,782819
2012,Khalid El-Amin,782819
2012,Norm Richardson,332817
2012,Antonis Fotsis,332817
2012,Ernest Brown,332817
2012,Alvin Jones,332817
2012,Omar Cook,292230
2012,Sam Mack,1877098
2012,Isaiah Rider,26398797
2012,Tang Hamilton,60881
2012,Joe Crispin,48705
2012,Mike Penberthy,345374
2012,Dickey Simpkins,5296190
2012,Sean Elliott,40626666
2012,Hersey Hawkins,29901200
2012,Chris Mullin,35094600
2012,Duane Causwell,17632092
2012,Cedric Ceballos,19962500
2012,Doug West,20845000
2012,Adam Keefe,18640000
2012,Greg Minor,13175000
2012,Dragan Tarlac,2500000
2012,Terry Mills,15987000
2012,Dale Ellis,16822750
2012,Sam Perkins,31264600
2012,A.C. Green,39101776
2012,Otis Thorpe,34551400
2012,Terry Cummings,19341600
2012,Ron Harper,32635000
2012,Detlef Schrempf,29338333
2012,John Williams,28649000
2012,Billy Owens,26010200
2012,Eric Murdock,11147250
2012,Keith Closs,6240000
2012,James Robinson,11854167
2012,Gary Grant,10155969
2012,Chris Carr,4140000
2012,Joe Kleine,9702250
2012,Zan Tabak,5200000
2012,Chuck Person,21708000
2012,Dennis Scott,25095000
2012,Elliot Perry,11699000
2012,Sherman Douglas,23829250
2012,Mirsad Turkcan,2639545
2012,Bill Curley,6768167
2012,Kevin Edwards,12375000
2012,Jerome Kersey,14316500
2012,David Wingate,6469000
2012,Pervis Ellison,21750000
2012,Mario Elie,12983000
2012,Tyrone Corbin,12036200
2012,Terry Davis,14019750
2012,Mahmoud Abdul-Rauf,19849500
2012,Sam Jacobson,2071227
2012,Corey Benjamin,1985160
2012,Todd Day,12119250
2012,David Benoit,5393096
2012,Todd Fuller,4975240
2012,Tyus Edney,1381000
2012,Etdrick Bohannon,795750
2012,Roy Rogers,3298140
2012,William Cunningham,898500
2012,Andrae Patterson,1171000
2012,Kornel David,988941
2012,Gerard King,1272000
2012,Michael Hawkins,1238529
2012,Lari Ketner,515838
2012,Jonathan Kerner,716000
2012,Lazaro Borrell,725375
2012,Chris Herren,618844
2012,Terrance Roberson,316969
2012,Ademola Okulaja,316969
2012,Paul McPherson,316969
2012,Ruben Garces,316969
2012,Chris Carrawell,316969
2012,Garth Joseph,316969
2012,Mike Smith,316969
2012,Mark Karcher,50000
2012,Jamal Robinson,40000
2012,Rik Smits,42950000
2012,Charles Barkley,37505000
2012,Bison Dele,21912000
2012,Jeff Hornacek,25608400
2012,Armen Gilliam,21890600
2012,Gerald Wilkins,14828200
2012,Dino Radja,19729500
2012,Hot Rod Williams,13282000
2012,Yinka Dare,8655000
2012,Kevin Gamble,11700000
2012,Keith Askins,5748400
2012,Tim Legler,5144000
2012,Duane Ferrell,9300000
2012,B.J. Tyler,6825000
2012,Harvey Grant,22502875
2012,Johnny Taylor,3111280
2012,Chris Anstey,2812820
2012,Derek Harper,17419700
2012,Rex Walters,8462500
2012,Malik Sealy,9550000
